query_group,search_term,title,description,subject,dataProvider,type,country
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 2,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 3,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,"Dunera (1937), British India S.N.N.",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India Steam Nav., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Karangja (1931), British India Nav. Co., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India Steam Nav., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Mulbera (1922), British India Steam Ship, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Mulbera (1922), British India Steam Ship, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,British in India,"""Chota haziree"" or a little breakfast in India, from a photograph by A.Williamson. Two men having breakfast on a terrace, one relaxing and reading the newspaper.",,TopFoto,IMAGE,['United Kingdom']
colonial,British India,"Cap, British India Steam Navigation company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Native police , British India","H R H The Prince of Wales Indian Tour_x000D_
Native police forces , British India . British inspector and native constable_x000D_
1922",,TopFoto,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Uganda (1952), British India",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,Forestry in British India,,,John Adams Library at the Boston Public Library,TEXT,['United States of America']
colonial,British India,"House flag, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"House flag, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,Rise and progress of the British power in India,by Peter Auber.,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,British rule and British Christianity in India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The British in India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Cap badge, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,The history of British India. 1-6. The history of British India 2,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 4,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 5,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 3,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 1,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 6,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India,Edition: 5,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,The flora of British India,by J. D. Hooker; assisted by various botanists.,,Ghent University Library,TEXT,['Belgium']
colonial,British India,The flora of British India,v.1 (1875),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.5 (1890),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.6 (1894),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.7 (1897),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.2 (1879),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The flora of British India,v.2 (1879),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.3 (1882),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.6 (1894),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.1 (1875),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.4 (1885),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.3 (1882),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.4 (1885),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.7 (1897),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The reptiles of British India,,,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",TEXT,['United States of America']
colonial,British India,"The British friend of India magazine, and Indian review",Illustrations: Phonodisc phonowire,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,A history of British India,Edition: 2,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,British India and its rulers,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"House flag, British India Steam Navigation Company Ltd",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,The Reptiles of British India,"München, Bayerische Staatsbibliothek -- 4 H.nat. 127 s-24",,Bavarian State Library,TEXT,['Germany']
colonial,British India,The history of British India,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,Exeter hall versus British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,Exeter hall versus British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The reptiles of british India,,,Austrian National Library,TEXT,['Austria']
colonial,British India,British India and its rulers,by H.S. Cunningham.,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The Reptiles of British India,,,Bavarian State Library,TEXT,['Germany']
colonial,British India,The history of British India,by James Mill.,,Ghent University Library,TEXT,['Belgium']
colonial,British India,"Last British parade in India,",,,TopFoto,IMAGE,['United Kingdom']
colonial,British India,History of British India. With continuation,"Originally published as: Historical and descriptive account of British India, by H. Murray.",,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,History of British India. With continuation,Edition: 5,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Camberra (1952), British India Lines/ London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,P & O and British India Cos.,P & O and British India Cos.,,Barbanera 1762 Foundation,TEXT,['Italy']
colonial,British India,"Handbook to the ferns of British India, Ceylon and the Malay peninsula; with supplement",,,New York Botanical Garden,TEXT,['United States of America']
colonial,British India,"British influence in India, an essay",1862,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,A familiar history of British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,Manual of British government in India,Edition: 2,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,A familiar history of British India,"(Revised ed.). 10th thous., brought down to 1865, by J.H. Siddons.",,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The political prospects of British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 1,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 2,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 3,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,"Dunera (1937), British India S.N.N.",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India Steam Nav., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Karangja (1931), British India Nav. Co., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India Steam Nav., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Mulbera (1922), British India Steam Ship, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Mulbera (1922), British India Steam Ship, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,British in India,"""Chota haziree"" or a little breakfast in India, from a photograph by A.Williamson. Two men having breakfast on a terrace, one relaxing and reading the newspaper.",,TopFoto,IMAGE,['United Kingdom']
colonial,British India,"Cap, British India Steam Navigation company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Native police , British India","H R H The Prince of Wales Indian Tour_x000D_
Native police forces , British India . British inspector and native constable_x000D_
1922",,TopFoto,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Uganda (1952), British India",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,Forestry in British India,,,John Adams Library at the Boston Public Library,TEXT,['United States of America']
colonial,British India,"House flag, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"House flag, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,Rise and progress of the British power in India,by Peter Auber.,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,British rule and British Christianity in India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The British in India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Cap badge, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,The history of British India. 1-6. The history of British India 2,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 4,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 5,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 3,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 1,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 6,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India,Edition: 5,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,The flora of British India,by J. D. Hooker; assisted by various botanists.,,Ghent University Library,TEXT,['Belgium']
colonial,British India,The flora of British India,v.1 (1875),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.5 (1890),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.6 (1894),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.7 (1897),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.2 (1879),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The flora of British India,v.2 (1879),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.3 (1882),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.6 (1894),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.1 (1875),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.4 (1885),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.3 (1882),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.4 (1885),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.7 (1897),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The reptiles of British India,,,"Harvard University, Museum of Comparative Zoology, Ernst Mayr Library",TEXT,['United States of America']
colonial,British India,"The British friend of India magazine, and Indian review",Illustrations: Phonodisc phonowire,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,A history of British India,Edition: 2,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,British India and its rulers,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"House flag, British India Steam Navigation Company Ltd",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,The Reptiles of British India,"München, Bayerische Staatsbibliothek -- 4 H.nat. 127 s-24",,Bavarian State Library,TEXT,['Germany']
colonial,British India,The history of British India,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,Exeter hall versus British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,Exeter hall versus British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The reptiles of british India,,,Austrian National Library,TEXT,['Austria']
colonial,British India,British India and its rulers,by H.S. Cunningham.,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The Reptiles of British India,,,Bavarian State Library,TEXT,['Germany']
colonial,British India,The history of British India,by James Mill.,,Ghent University Library,TEXT,['Belgium']
colonial,British India,"Last British parade in India,",,,TopFoto,IMAGE,['United Kingdom']
colonial,British India,History of British India. With continuation,"Originally published as: Historical and descriptive account of British India, by H. Murray.",,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,History of British India. With continuation,Edition: 5,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Camberra (1952), British India Lines/ London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,P & O and British India Cos.,P & O and British India Cos.,,Barbanera 1762 Foundation,TEXT,['Italy']
colonial,British India,"Handbook to the ferns of British India, Ceylon and the Malay peninsula; with supplement",,,New York Botanical Garden,TEXT,['United States of America']
colonial,British India,"British influence in India, an essay",1862,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,A familiar history of British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,Manual of British government in India,Edition: 2,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,A familiar history of British India,"(Revised ed.). 10th thous., brought down to 1865, by J.H. Siddons.",,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The political prospects of British India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 1,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 2,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 7-9. The history of British India from 1805 to 1835 3,The history of British India 7-9,,Austrian National Library,TEXT,['Austria']
colonial,British India,"Dunera (1937), British India S.N.N.",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India Steam Nav., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Karangja (1931), British India Nav. Co., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India Steam Nav., London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Mulbera (1922), British India Steam Ship, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Mulbera (1922), British India Steam Ship, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,British in India,"""Chota haziree"" or a little breakfast in India, from a photograph by A.Williamson. Two men having breakfast on a terrace, one relaxing and reading the newspaper.",,TopFoto,IMAGE,['United Kingdom']
colonial,British India,"Cap, British India Steam Navigation company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Native police , British India","H R H The Prince of Wales Indian Tour_x000D_
Native police forces , British India . British inspector and native constable_x000D_
1922",,TopFoto,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Button, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"Uganda (1952), British India",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,Forestry in British India,,,John Adams Library at the Boston Public Library,TEXT,['United States of America']
colonial,British India,"House flag, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,"House flag, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,Rise and progress of the British power in India,by Peter Auber.,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,British rule and British Christianity in India,,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The British in India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Cap badge, British India Steam Navigation Company",,,Royal Museums Greenwich,IMAGE,['United Kingdom']
colonial,British India,The history of British India. 1-6. The history of British India 2,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 4,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 5,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 3,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 1,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India. 1-6. The history of British India 6,2nd Edition,,Austrian National Library,TEXT,['Austria']
colonial,British India,The history of British India,Edition: 5,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Uganda (1952), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Dunera (1937), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,"Devonia (1939), British India, London",,,International Maritime Museum,IMAGE,['Germany']
colonial,British India,The flora of British India,by J. D. Hooker; assisted by various botanists.,,Ghent University Library,TEXT,['Belgium']
colonial,British India,The flora of British India,v.1 (1875),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.5 (1890),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.6 (1894),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The flora of British India,v.7 (1897),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.2 (1879),,University of California Libraries,TEXT,['United States of America']
colonial,British India,The history of British India,Illustrations: Maps,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
colonial,British India,The flora of British India,v.2 (1879),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.3 (1882),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.6 (1894),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.1 (1875),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.4 (1885),,Cornell University Library,TEXT,['United States of America']
colonial,British India,The flora of British India,v.3 (1882),,University of California Libraries,TEXT,['United States of America']
