query_group,search_term,title,description,subject,dataProvider,type,country
cultural,Indian art,Kekchi Indianer: Tanzmaske,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"Art et décoration: revue mensuelle d 'art moderne 1927, tome LII, janvier-juin",,,Pomeranian Digital Library,TEXT,['Poland']
cultural,Indian art,Sechstes Buch. Die indische und ostasiatische Kunst.,,,Bauhaus University Weimar. University Library,TEXT,['Germany']
cultural,Indian art,"Caleidoscopio CIAC N. 1275
				                 
				                 Roma: Mostra d'arte indiana.",,,Cineteca di Bologna,TEXT,['Italy']
cultural,Indian art,Mõtisklus indiaani müüdist,"sündmuse kommentaar: rohekad-sinakad abstraktsed vormid roostepruunil täpilisel taustal, all hulknurkne kujund",,Art Museum of Estonia,IMAGE,['Estonia']
cultural,Indian art,Ayurveda: The art of ancient Indian treatment is still effective to this day,Ayurveda has evolved from an old folk remedy to a healthy and recreational fashion. But recent studies in the West have begun to take care of them and confirm that Ayurveda can be more than just a therapeutic supplement.,,Deutsche Welle,VIDEO,['Germany']
cultural,Indian art,"bollspelare, indian, Konstverk, art",Nordamerika,,Museum of World Culture,IMAGE,['Sweden']
cultural,Indian art,"indian, medicinman, Konstverk, art",Nordamerika,,Museum of World Culture,IMAGE,['Sweden']
cultural,Indian art,The ideals of Indian art,Illustrations: Plates,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
cultural,Indian art,India tarbekunst,,,Tartu Art Museum,IMAGE,['Estonia']
cultural,Indian art,Indianer-Kunst,,,Bauhaus University Weimar. University Library,TEXT,['Germany']
cultural,Indian art,Indian art (short),,,MAK – Museum of Applied Arts,IMAGE,['Austria']
cultural,Indian art,"Indian visitor Royal._x000D_
Distinguished art lovers","Indian visitor Royal._x000D_
Distinguished art lovers attended the private view of the Royal Academy exhibition at Burlington._x000D_
Photo shows, Dr Jal Pavry arriving with his daughter, Miss Bapsy Pavry._x000D_
30 April 1937",,TopFoto,IMAGE,['United Kingdom']
cultural,Indian art,Indian village,"International competition under the patronage of the International Federation of Photographic Art (FIAP), the Association of Photoclub Artists of the Republic of Poland and the Polish National Committee of UNICEF. Biennale refers to the tradition of organizing competitions on children’s topics in Wielkopolska, especially those held in Piła in the 70s. 20th century",,Greater Digital Library,IMAGE,['Poland']
cultural,Indian art,"Indian ideals in education, philosophy and religion, and art",Illustrations: Illustrations,,"Bodleian Libraries, University of Oxford",TEXT,['United Kingdom']
cultural,Indian art,Impressions of anglo-indian society in R. Kipling's early creative art,"This study concentrates on the analysis of early works by Rudyard Kipling who was born into the family of English colonists to India, thus becoming a representative of the newly formed Anglo-Indian society. The writer's sketch Anglo-Indian Society (1887) and his collection of short stories Plain Tales from the Hills (1888) depict the characteristic features of Anglo-Indians’ worldview and lifestyle, which are revealed and analyzed by the author of the article. Special attention is paid to biographical factors influencing the author’s choice of Anglo-Indian topic at the beginning of his writing career. The researcher concludes that Kipling presents in his works an outline of Anglo-Indian society which emerged from the writer's observations of Anglo-Indians' lives during his work as a reporter. Striving for credibility in consideration of advantages and shortcomings of Anglo-Indian worldview and lifestyle, the author tries to occupy the position of the unconcerned observer, being capable of assessing the situation with fresh mind. Kipling disguises himself under the image of the hero-narrator, being either a tourist traveler from abroad, or a reporter, accustomed to collecting factual material for the local paper, in such a way receiving an opportunity to speak ironically and sometimes even sarcastically about certain models of behavior, accepted by Anglo-Indians.",,GESIS - Leibniz Institute for the Social Sciences. Library Cologne,TEXT,['Germany']
cultural,Indian art,Niederländisch-Indische Kunstausstellung,,,"Kunstbibliothek, Staatliche Museen zu Berlin",IMAGE,['Germany']
cultural,Indian art,"tryckteknik, Camacan-indianer, indian, konst, teckning, Teckning, drawing","Östra Brasilien. Dansande Camacan-indianer. Efter kopparstick i nedan citerade reseskildring. 
Foto erhållit genom Göteborgs Museums etnografiska avdelnings beställning. 
Fotot publicerats i Maximilian, Prinz zu Wied-Neuwied: Reise nach Brasilien in den Jahren 1815 bis 1817. Bild till 2:dra delen, Frankfurt am Main, 1821 (bildbilagan); sciopt 384. (Katalogkort)",,Museum of World Culture,IMAGE,['Sweden']
cultural,Indian art,An Indian troopship,,,Royal Museums Greenwich,IMAGE,['United Kingdom']
cultural,Indian art,"Indische Kunstepen (mahakavya), Blatt 244",Landesdigitalisierungsprogramm Sachsen: Altbestand Deutsche Fotothek (Digitalisierung),,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,Tapis à décor inspiré de l'art amérindien,,,Media Library of Architecture and Heritage,IMAGE,['France']
cultural,Indian art,I. Die indische Kunst.,,,Bauhaus University Weimar. University Library,TEXT,['Germany']
cultural,Indian art,Indian Love Lyrics,,,Rhône-Alpes Laboratory for Historical Research,SOUND,['France']
cultural,Indian art,Roma: mostra d'arte indiana,"Caleidoscopio Ciac C1275, 22/12/1960",,Cinecittà - Luce,VIDEO,['Italy']
cultural,Indian art,"""Indian Ocean Spirit""","Maleri, blålige toner, Jette Botschinsky",,The Danish Agency for Culture,IMAGE,['Denmark']
cultural,Indian art,"indian, porträtt, fotografi, photograph","Ute, Butcher Jim. Colorado. Copyright 1902 by Buedingen Art Pub Co.",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"Study of Indian Architecture, according to Art for All",,,Ministry of Culture,IMAGE,['France']
cultural,Indian art,"indian, porträtt, fotografi, photograph",Rädda Bilden:  Den Nordamerikanske indianen,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"indian, porträtt, fotografi, photograph","Apache, yngre man. Copyright 1902 by Buedingen Art Pub Co. 1353 Jicorrillas indians.",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Indian,sündmuse kommentaar: indiaanimehe rinnaportree,,Art Museum of Estonia,IMAGE,['Estonia']
cultural,Indian art,Indian,,,Art Museum of Estonia,IMAGE,['Estonia']
cultural,Indian art,An Indian silver goblet and,"An Indian silver goblet and cover with fretted designs of birds amongst foliage.	
1000-1400 AD",,TopFoto,IMAGE,['United Kingdom']
cultural,Indian art,Indianer,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"porträtt, indian, fotografi, photograph",Rädda Bilden:  Den Nordamerikanske indianen,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,The East Indiaman 'East Indian',,,Royal Museums Greenwich,IMAGE,['United Kingdom']
cultural,Indian art,"L'agriculture indienne ou L'art du possible / par Gilbert Etienne,...",Collection : Tiers-monde,,National Library of France,TEXT,['France']
cultural,Indian art,"porträtt, indian, fjäder, fotografi, photograph","Cheyenne, man. Copyright 1902 by Buedingen Art Pub Co. 1340. Standing Wolf",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"fjäder, indian, porträtt, fotografi, photograph","Ute, man. Colorado. Copyright 1902 by Buedingen Art Pub Co. 1319. Pelone. Ute brave.",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Înțelept indian,"Compoziția realizată într-o manieră simbolică, are ca personaj central un bărbat drapat, văzut frontal. Este așezat pe un tron, cu picioarele încrucișate, cu coatele pe genunchi și brațele înălțate. Capul, acoperit cu o draperie, este ușor înclinat spre dreapta și privirea în jos. Personajul este înconjurat de o vegetație luxuriantă, tratată decorativ. Cromatic, albul central al draperiei personajului este accentuat de tonurile de verde ale vegetației. Fundalul, tratat decorativ este împărțit în două registre, pe orizontală. În primul plan, jos, iarba, pe care sunt plasate flori, planul doi, cu tonuri deschise pe care se reliefează arbori și păsări într-o atmosferă paradisiacă. Semnat dreapta jos cu ulei negru: Cecilia Cuțescu Storck. Nedatat.",,Bucharest Municipality Museum,IMAGE,['Romania']
cultural,Indian art,Indian raid,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,Indische Ausstellung,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"porträtt, indian, fjäder, fotografi, photograph",Rädda Bilden:  Den Nordamerikanske indianen,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Inderin,Landesdigitalisierungsprogramm Sachsen: Altbestand Deutsche Fotothek (Digitalisierung),,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,Inderin,,,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,"porträtt, fjäder, indian, fotografi, photograph","Oklart varför det står ""Californien"" på katalogkortet. ""Santa Clara Ind."" lär syfta på reservatet i New Mexico. 20145-01-04/MJ",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,The emergence and development of canons in Indian Buddhist art,,,University of Tartu,TEXT,['Estonia']
cultural,Indian art,Giovanni Gronchi visits the Indian art exhibition,,,Cinecittà - Luce,IMAGE,['Italy']
cultural,Indian art,"porträtt, fjäder, man, indian, fotografi, photograph",Colorado. Man med stora halssmycken och fjäderbonad på huvudet.,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,H M Indian Troop-Ship Euphrates,,,Royal Museums Greenwich,IMAGE,['United Kingdom']
cultural,Indian art,Bearded male figure in Indian dress,,,Royal Museums Greenwich,IMAGE,['United Kingdom']
cultural,Indian art,"Catlin, ...North American Indian","Witch Doctor Wu-nes-ton, the White buffulo, on his left arm he presents his mystery-drum or tambour, in which he concealed the hidden and sacred mysteries of his healing art.",,Wellcome Collection,IMAGE,['United Kingdom']
cultural,Indian art,"indian, fjäder, porträtt, hövding, fotografi, photograph","Apache, man. Ex-hövding. Copyright 1902 by Buedingen Art Pub Co. 1335. Ex-chief Elote",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Indian Trepanation (Maternity),,,"The Israel Museum, Jerusalem",IMAGE,['Israel']
cultural,Indian art,Inderin,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,Cowboy/Indianer,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"fjäder, gruppbild, porträtt, indian, fotografi, photograph",Rädda Bilden:  Den Nordamerikanske indianen,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"Ayurveda - how ancient, Indian healing art helps today.","Ayurveda, the\ ""know of life\,"" as it is translated, is a millennia old medicine Ayurveda refers to the traditional medicine of India, a holistic natural medicine. It is essential to prevent diseases through typical lifestyle and nutrition",,Deutsche Welle,VIDEO,['Germany']
cultural,Indian art,Telenotícies,"The most luxurious, most exotic, and also more controversial, wedding has been held this Saturday in Barcelona. She, Shristi Mittal, niece of Indian steel magnate. El novio, un alto executivo de la banca A thousand guests, including the first authorities of the country, have paraded before the hundreds of curious people who have been quoted at the gates of the National Museum of Art of Catalonia.",,TV3 Catalan Television,VIDEO,['Spain']
cultural,Indian art,Indian saber,Beschriftung: Stempel/Zeichen: Klingenmarke: Indisch,,Fine Arts Museum Vienna,IMAGE,['Austria']
cultural,Indian art,India tütarlaps,,,Tartu Art Museum,IMAGE,['Estonia']
cultural,Indian art,"indian, porträtt, fotografi, photograph","Sioux-hövding. Stor färgkopia finns. 191 Sioux Chief, ""Standing Bear"", Edward H. Mitchell, Publisher, San Francisco",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,An Indian village at Alert,"An Indian village at Alert Bay , British Columbia , Canada_x000D_
Showing one of the oldest and most interesting totem poles in Canada . The curious figures record the symbolic names by which the heads of the families were known _x000D_
28 November 1923",,TopFoto,IMAGE,['United Kingdom']
cultural,Indian art,Indische Zeichensprache,"Berlin: Intergrafik 1973, Nr. 754 (Veröffentlichung)",,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,"porträtt, man, fjäder, indian, fotografi, photograph",Thundercloud,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"porträtt, fjäder, indian, man, fotografi, photograph",Thundercloud,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Indian girl,Landesdigitalisierungsprogramm Sachsen: Altbestand Deutsche Fotothek (Digitalisierung),,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,Indian figs,"Indian figs (Opuntia ficus indica) fol. 35 recto from: Kentmann, Johann: Kreutterbuch. 1563. Dresden: SLUB Mscr.Dresd.B.71",,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,Indian girl,Landesdigitalisierungsprogramm Sachsen: Altbestand Deutsche Fotothek (Digitalisierung),,Deutsche Fotothek,IMAGE,['Germany']
cultural,Indian art,"indian, fjäder, porträtt, fotografi, photograph","Porträtt av indian i profil med fjäderskrud. Enligt uppgift ska detta vara Joseph Beauvais (mail från Douglas Lloyd Buchholz, 2013-03-17).",,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"porträtt, indian, fläta, fotografi, photograph",0299.b.0005,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,"fjäder, indian, porträtt, fotografi, photograph",0299.b.0001,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Indian cattle,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,Indian girl,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"porträtt, fläta, indian, fotografi, photograph",En kvinna sitter i en skosglänt. Amerikansk urinvånare. Hon är klädd i  en lång poncho med fransar.,,Museum of Ethnography,IMAGE,['Sweden']
cultural,Indian art,Indischer Priester,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,Nordindischer Ring,,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"Indian, squatting",Verbleib: verschollen,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
cultural,Indian art,"tryckteknik, indian, konst, fotografi, photograph","Förberedelser för snarandet av alligatorer.
Foto avfotat och erhållit genom Göteborgs Museums etnografiska avdelnings beställning. 
Fotot publicerats i Franz Keller-Leuzinger: Vom Amazonas und Madeira. Stuttgart 1874, bild på sid. 61. (Katalogkort)",,Museum of World Culture,IMAGE,['Sweden']
cultural,Indian art,Art Tāntrika,Numérisation effectuée à partir d'un document original : Indien 869.,,National Library of France,TEXT,['France']
cultural,Indian art,Art Tāntrika,Numérisation effectuée à partir d'un document original : Indien 869.,,National Library of France,TEXT,['France']
cultural,Indian art,A few specimens of Indian songs,"Shelfmark: Universitätsbibliothek Heidelberg, G 1807-6 A",,Heidelberg University Library,TEXT,['Germany']
material,Indian textile,ISRAEL'S INDIAN RESTAURATEUR NOW LAUNCHES INDIAN FASHION.,"Reena Pushkarna - owner of the highly successful ‘Tandoori' chain of Indian restaurants in Israel - has now released Indian-style clothing fashions onto the Israeli market. Her new fashion house is jointly-owned by Eflet Sofer. Sofer and Pushkarna - born in Bombay -- were friends as children in India. When they met again in Israel they decided to realize their shared childhood dream and create their own fashion house for clothes, jewellery, handbags and other accessories. The fashion house will open in Herzlia Pituach after the Pesah holiday. Photo shows: The photograph shows: Born in India, Rina Pushkarna owner of several Indian resaurants in Israel organaized a fashion show"".",,National Library of Israel,IMAGE,['Israel']
material,Indian textile,ISRAEL'S INDIAN RESTAURATEUR NOW LAUNCHES INDIAN FASHION.,"Reena Pushkarna - owner of the highly successful ‘Tandoori' chain of Indian restaurants in Israel - has now released Indian-style clothing fashions onto the Israeli market. Her new fashion house is jointly-owned by Eflet Sofer. Sofer and Pushkarna - born in Bombay -- were friends as children in India. When they met again in Israel they decided to realize their shared childhood dream and create their own fashion house for clothes, jewellery, handbags and other accessories. The fashion house will open in Herzlia Pituach after the Pesah holiday. Photo shows: The photograph shows: Two Israeli models wearing some of the new fashions from the Reena Pushkarna collection.",,National Library of Israel,IMAGE,['Israel']
material,Indian textile,Kuna Yala - The textile molas show Indian motives,"Im autonomen Gebiet ""Kuna Yala"" der Republik Panama leben auf ca. 350 kleinen Inseln (davon nur 46 bewohnt) vor der Küste auf der Atlantikseite ungefähr 33 000 indianische Ureinwohner vom Stamm der Kuna. Die Einreise von Ausländern in das Gebiet ist streng limitiert. Aufgenommen am 10. September 2011 in der Nähe der Hauptinsel El Porvenir",,Deutsche Fotothek,IMAGE,['Germany']
material,Indian textile,"weapons, crafts, textile work, huicholic Indian, ornamental objects, photography,",Amerika,,Museum of World Culture,IMAGE,['Sweden']
material,Indian textile,Indian tent,"Spielzeug-Indianerzelt, brauner Stoff mit roten und grünen Nähten verziert, befestigt an 4 Holzstäben",,Museum of City History Leipzig,IMAGE,['Germany']
material,Indian textile,Textile fabrics of ancient Peru,Ill.,,Bavarian State Library,TEXT,['Germany']
material,Indian textile,"Conus textile archiepiscopus Hwass, 1792",air dried,,Naturalis Biodiversity Center,IMAGE,['Netherlands']
material,Indian textile,Arc indian Kaman,"Tip Kaman. Format din două contracurbe în acoladă și un mâner la centru. La capete două crestături în care se fixează coarda, din cânepă și bumbac, care este prinsă prin două inele din intestin de animal. Mânerul de culoare brun închis este decorat cu motive vegetale de culoare închisă. Face parte din colecția de arme a regelui Carol I din castelul Peleș.",,Peleș National Museum,IMAGE,['Romania']
material,Indian textile,"indian, filt, fotografi, photograph",0321.e.0010.b,,Museum of Ethnography,IMAGE,['Sweden']
material,Indian textile,AN INDIAN ENTREPRENEUR ESTABLISHING,"<p>Title: An Indian Entrepreneur Establishing Business in Europe</p><p>Course: Master Thesis EFO705 in International Business and Entrepreneurship,</p><p>Swedish credit points (15 ECTS)</p><p>Authors: Xiaoran Wang and Amit Vaghela</p><p>Tutor: Leif Linnskog</p><p>Problem: How did Mr. Deepak Soni establish and develop his company Anora Pvt</p><p>Ltd in Poland, a company operating in the branch of textile and clothing?</p><p>From this research problem, the dissertation will be focused on the</p><p>internationalization.</p><p>Purpose: The aim of thesis is to understand and describe the way an Indian</p><p>entrepreneur succeeded in establishing and developing a viable business in</p><p>Europe, i.e. to understand and describe how Mr. Deepak Soni established</p><p>and developed Anora Pvt Ltd in Poland, a company operating in the</p><p>branch of textile and clothing.</p><p>Method: This dissertation is based on qualitative study for the researchers to study</p><p>the internationalization process of Anora, Ltd in Europe. Qualitative study</p><p>is better for us to look into the internationalization process of Anora and</p><p>fulfill our purpose.</p><p>Theories: Uppsala-Model, Network Theory, and International Entrepreneurship build</p><p>the theoretical frame of reference.</p><p>Target Group: Our research findings will be submitted to the company Anora, Poland</p><p>and to students and researchers as we will provide important information</p><p>regarding their Internationalization Process</p><p>Conclusion: This paper has offered Anora’s empirical findings. During the analysis part,</p><p>with the help of theories we choose, we have had better understanding of</p><p>internationalization process. Moreover, we have successfully achieved the</p><p>aim to understand and describe the way an Indian entrepreneur succeeded</p><p>in establishing and developing a viable business in Europe. Moreover,</p><p>Researchers have displayed the components in the model refined,</p><p>commitment, knowledge, relationships and entrepreneurship are not</p><p>isolated, and each of them has interplayed with others. For researches in</p><p>internationalization process in future, we recommend researchers should</p><p>considerate all components as a whole rather than insularly thinking over</p><p>only one components.</p>",,Uppsala University,TEXT,['Sweden']
material,Indian textile,"Indian, squatting",Verbleib: verschollen,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
material,Indian textile,"Conus (Cylinder) textile Linnaeus, 1758",,,"The Trustees of the Natural History Museum, London",IMAGE,['United Kingdom']
material,Indian textile,"träd, indian, flod, kvinna, fotografi, photograph","Motiv: Två kvinnor.
Lokal: Rio Mequens, bifl. t. Guaporé, Brasilien.
Stam: Palmela (civilis. karib-stam).
Foto av: Erland Nordenskiöld. Dato: exp. 1913-14.
Erh.: genom dito. Dato: ?
Nr. neg.: 2226.
(katalogkort)",,Museum of World Culture,IMAGE,['Sweden']
material,Indian textile,Textilmedaillon,,,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Bone clothes, leggings [[Textile]]",apacher,,Museum of Ethnography,IMAGE,['Sweden']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,Indische Charakterköpfe,,,World Museum Vienna,IMAGE,['Austria']
material,Indian textile,"skärp, belt [[Textil]]",Bredare skärp vävt i kypert med grövre olikfärgade ullgarn i varp som bildar randningen. Rött tunnare inslagsgarn. Avslutad i båda ändar med långa snodda och flätade fransar av varptrådarna. [[Textil]],,Museum of Ethnography,IMAGE,['Sweden']
material,Indian textile,"vävstol, indian, hantverk, vävning, fotografi, photograph",Navaho-indianska vid sin vävstol.,,Museum of Ethnography,IMAGE,['Sweden']
material,Indian textile,"trädfällning, indian, träd, fotografi, photograph","Motiv: Indian fäller ett träd för att komma åt vildhonung. Lokal: British Guiana, Sydamerika. Foto: Olof Liljewalch, 10.4.1912. Erhållen som gåva av dito 1915. (katalogkort).",,Museum of World Culture,IMAGE,['Sweden']
material,Indian textile,Kuna-Indianerfrau in Panama,"Kuna-Indianerfrau auf den San Blas Inseln in Panama präsentiert textile Arbeiten, 1989",,Deutsche Fotothek,IMAGE,['Germany']
material,Indian textile,Indische Gruppe (Durban),Inschrift: Signatur: oben rechts — Irma Stern / 1922,,German Documentation Center for Art History - Marburg Picture Index,IMAGE,['Germany']
material,Indian textile,"Textile Manufactures of India, Cotton, No., 921 - 1000","Siehe: http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Woollen, No. 1001 - 1041","See: http://www.tmoi.org.uk Project on SECOND SERIES sample books. “The project was never completed and the series finally considered only of a run from 1-134 and 386-1116, a total of 765 items.” (page 35 of the text), citation from: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. This corresponds quite exactly to the missing albums of the collection.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Silk, No. 526 - 574","Siehe: http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Silk, No. 575 - 631","Siehe: http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Woollens, No. 1083 - 1120","Siehe: http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Turbans, No 1 - 64","http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Kincobs No. 401 - 458","Siehe: http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Woollens No. 1042 - 1082","See: http://www.tmoi.org.uk Project on SECOND SERIES sample books. “The project was never completed and the series finally considered only of a run from 1-134 and 386-1116, a total of 765 items.” (page 35 of the text), citation from: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. This corresponds quite exactly to the missing albums of the collection.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"West Indian Sitting Room, London","Photograph by Armet Francis, 'West Indian Sitting Room, London', C-type print, 1974, printed 2012.  C-type print. ",,Victoria and Albert Museum,IMAGE,['United Kingdom']
material,Indian textile,"Textile Manufactures of India, Cotton Trouserings, No. 752 - 812","Siehe: http://www.tmoi.org.uk Projekt zu den Musterbüchern Edition SECOND SERIES nicht komplett. “The project was never completed and the series finally consisted only of a run from 1-134 and 386-1116, a total of 765 items.” (Seite 35 des Textes), Zitat aus: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. Das entspricht ziemlich genau den fehlenden Alben der Sammlung.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
material,Indian textile,"Textile Manufactures of India, Cotton & Silk, No. 632 - 691","See: http://www.tmoi.org.uk Project on SECOND SERIES sample books. “The project was never completed and the series finally considered only of a run from 1-134 and 386-1116, a total of 765 items.” (page 35 of the text), citation from: Barbara Swallow “The India Museum and the British-Indian textile trade in the late nineteenth century” in: Textile History, 30 (1), 1999, pp. 29-45. This corresponds quite exactly to the missing albums of the collection.",,MAK – Museum of Applied Arts,IMAGE,['Austria']
